FCLTY_NM,FCLTY_LO,FCLTY_LA,KLANG_NM,ENGL_AREA_NM,JLANG_NM,CHNLNG_SIMCH_NM,CHNLNG_TRACH_NM,CTPRVN_CD,SIGNGU_CD,CTPRVN_KLANG_NM,SIGNGU_KLANG_NM,ADSTRD_KLANG_NM,CTPRVN_JLANG_NM,SIGNGU_JLANG_NM,ADSTRD_JLANG_NM,BASE_DE
청라도힐링랜드,920779.0,1948064.0,청라도힐링랜드,,菁蘿鳥ヒ?リングランド,,,28,28260,인천,서구,검암경서동,仁川?域市,西?,黔岩.景西洞,2021-12-31
검단/먹거리타운,925439.0,1956180.0,검단먹거리타운,Geomdan Restaurant District,,黔丹美食小?,,28,28260,인천,서구,검단5동,仁川?域市,西?,黔丹5洞,2021-12-31
맛고을길,927074.0,1949930.0,맛고을길,Matgoeul Street of Food Culture,,味村路,,28,28260,인천,서구,연희동,仁川?域市,西?,延禧洞,2021-12-31
네덜란드전시관,889519.0,1471832.0,네덜란드전시관,,オランダ展示館,,,50,50130,제주,서귀포시,안덕면,?州特別自治道,西?浦市,安?面,2021-12-31
대국해저탐험서귀포잠수함선착장,912295.0,1472405.0,대국해저탐험서귀포잠수함선착장,Seogwipo Submarine,大?海底?光西?浦?水艦船着場,西?浦?水艇,,50,50130,제주,서귀포시,천지동,?州特別自治道,西?浦市,天地洞,2021-12-31
대포주상절리,899841.0,1472338.0,대포주상절리,Daepo Jusangjeolli Cliff,大浦柱?節理,大浦柱??理,,50,50130,제주,서귀포시,중문동,?州特別自治道,西?浦市,中文洞,2021-12-31
마라도잠수함,888717.0,1471314.0,마라도잠수함,Marado Submarine,馬羅島?水艦,????水艇,,50,50130,제주,서귀포시,안덕면,?州特別自治道,西?浦市,安?面,2021-12-31
벌루닝,911532.0,1473792.0,벌루닝,Ballooning,バル?ニング,??球??,,50,50130,제주,서귀포시,서홍동,?州特別自治道,西?浦市,西烘洞,2021-12-31
벨루가,898263.0,1473452.0,벨루가,,ベル?ガ,,,50,50130,제주,서귀포시,예래동,?州特別自治道,西?浦市,猊?洞,2021-12-31
석부작/테마공원,910294.0,1473630.0,석부작테마공원,Theme Park Seokbujack Museum,石附作テ?マ公園,盆景主?公?,,50,50130,제주,서귀포시,대륜동,?州特別自治道,西?浦市,大倫洞,2021-12-31
섭지코지,947064.0,1492960.0,섭지코지,Seopjikoji,ソプチコジ,涉地可支,Seopjikoji,50,50130,제주,서귀포시,성산읍,?州特別自治道,西?浦市,城山邑,2021-12-31
성산일출봉,947927.0,1496544.0,성산일출봉,,城山日出峰,,,50,50130,제주,서귀포시,성산읍,?州特別自治道,西?浦市,城山邑,2021-12-31
성산일출봉/(세계문화유산),947927.0,1496544.0,성산일출봉(세계문화유산),Seongsan Ilchulbong (Sunrise Peak) (World Heritage),城山日出峰,城山日出峰(世界文化??),,50,50130,제주,서귀포시,성산읍,?州特別自治道,西?浦市,城山邑,2021-12-31
소정방폭포,914087.0,1473015.0,소정방폭포,Sojeongbang Falls,小正房瀑布,小正房瀑布,,50,50130,제주,서귀포시,송산동,?州特別自治道,西?浦市,松山洞,2021-12-31
수족관,899128.0,1473066.0,수족관,Aquarium,水族館,水族?,,50,50130,제주,서귀포시,예래동,?州特別自治道,西?浦市,猊?洞,2021-12-31
쉬리의언덕,898200.0,1473241.0,쉬리의언덕,Swiri Hill,シュリの丘,生死??之丘,,50,50130,제주,서귀포시,예래동,?州特別自治道,西?浦市,猊?洞,2021-12-31
열기구,907971.0,1473287.0,열기구,Hot-air Balloon,熱?球,??球,,50,50130,제주,서귀포시,대륜동,?州特別自治道,西?浦市,大倫洞,2021-12-31
외돌개,911253.0,1472421.0,외돌개,Oedolgae Rock,ウェドルゲ,?立岩,獨立岩,50,50130,제주,서귀포시,천지동,?州特別自治道,西?浦市,天地洞,2021-12-31
용머리해안,889553.0,1471845.0,용머리해안,Yongmeori Beach,龍頭海岸,??海岸,龍頭海岸,50,50130,제주,서귀포시,안덕면,?州特別自治道,西?浦市,安?面,2021-12-31
유니콘,898051.0,1473221.0,유니콘,Unicorn,ユニコ?ン,?角?,獨角獸,50,50130,제주,서귀포시,예래동,?州特別自治道,西?浦市,猊?洞,2021-12-31
일출랜드,938840.0,1487986.0,일출랜드,Ilchulland,日出ランド,日出??,日出樂園,50,50130,제주,서귀포시,성산읍,?州特別自治道,西?浦市,城山邑,2021-12-31
정방폭포,913505.0,1473004.0,정방폭포,Jeongbang Falls,正房瀑布,正房瀑布,,50,50130,제주,서귀포시,송산동,?州特別自治道,西?浦市,松山洞,2021-12-31
제주허브동산,936307.0,1482303.0,제주허브동산,Jeju Herb Dongsan(hill),?州ハ?ブ農園,?州?草??,,50,50130,제주,서귀포시,표선면,?州特別自治道,西?浦市,表善面,2021-12-31
중문관광단지,898868.0,1474255.0,중문관광단지,Jeju Jungmun Resort,中文?光?地,中文旅游??,中文觀光園區,50,50130,제주,서귀포시,예래동,?州特別自治道,西?浦市,猊?洞,2021-12-31
퍼시픽랜드,898999.0,1473119.0,퍼시픽랜드,Pacific Land,パシフィックランド,太平洋??,太平洋樂園,50,50130,제주,서귀포시,예래동,?州特別自治道,西?浦市,猊?洞,2021-12-31
해저탐험서귀포/잠수함선착장,912295.0,1472405.0,해저탐험서귀포잠수함선착장,Seogwipo Submarine Dock for Undersea Exploration,,西?浦?水艇,,50,50130,제주,서귀포시,천지동,?州特別自治道,西?浦市,天地洞,2021-12-31
혼인지,943635.0,1491668.0,혼인지,Honinji Pond,婚姻池,婚姻池,婚姻池,50,50130,제주,서귀포시,성산읍,?州特別自治道,西?浦市,城山邑,2021-12-31
롯데호텔 제주카지노,898514.75,1473568.312,롯데호텔 제주카지노,,,?天酒店?州???,樂天酒店濟州島賭場,50,50130,제주,서귀포시,예래동,?州特別自治道,西?浦市,猊?洞,2021-12-31
신라호텔카지노,898280.0,1473444.0,마제스타카지노,Majestar Casino,Majestar Casino,Majestar??,Majestar賭場,50,50130,제주,서귀포시,예래동,?州特別自治道,西?浦市,猊?洞,2021-12-31
하얏트리젠시제주카지노,898002.0,1473151.0,하얏트리젠시제주카지노,Hyatt Hotel Casino,ハイアットホテルカジノ,??酒店??,凱悅酒店賭場,50,50130,제주,서귀포시,예래동,?州特別自治道,西?浦市,猊?洞,2021-12-31
갯깍주상절리대,897411.0,1472774.0,갯깍주상절리대,,ケッカク柱?節理?,,,50,50130,제주,서귀포시,예래동,?州特別自治道,西?浦市,猊?洞,2021-12-31
대포주상절리,899841.0,1472338.0,대포주상절리,Daepo Jusangjeolli Cliff,大浦柱?節理,大浦洞柱??理?,,50,50130,제주,서귀포시,중문동,?州特別自治道,西?浦市,中文洞,2021-12-31
서림유원지,881656.0,1472769.0,서림유원지,Seorim Amusement Park,西林遊園地,?林游??,,50,50130,제주,서귀포시,대정읍,?州特別自治道,西?浦市,大?邑,2021-12-31
제주유채꽃잔치,899672.0,1473067.0,제주유채꽃잔치,Jeju Rape Flower Festival,?州菜の花祭り,?州油菜花?,,50,50130,제주,서귀포시,중문동,?州特別自治道,西?浦市,中文洞,2021-12-31
노리메,887094.11,1477536.34,노리메,,ノリメ,,,50,50130,제주,서귀포시,대정읍,?州特別自治道,西?浦市,大?邑,2021-12-31
베니스랜드,938715.07,1491795.16,베니스랜드,,ベニスランド,,,50,50130,제주,서귀포시,성산읍,?州特別自治道,西?浦市,城山邑,2021-12-31
설문대할망/테마공원,937514.0,1486407.0,설문대할망테마공원,Seolmun Dae Halmang Theme Park,ソルムンデハルマンテ?マ公園,雪?大??主?公?,,50,50130,제주,서귀포시,성산읍,?州特別自治道,西?浦市,城山邑,2021-12-31
세리월드,907954.0,1473273.0,세리월드,Seri World,セリワ?ルド,SERIWORLD??,SERI World,50,50130,제주,서귀포시,대륜동,?州特別自治道,西?浦市,大倫洞,2021-12-31
세리월드앵무새공연,908007.62,1473326.84,세리월드앵무새공연,,セリワ?ルドのオウム公演,,,50,50130,제주,서귀포시,대륜동,?州特別自治道,西?浦市,大倫洞,2021-12-31
소인국/테마파크,890367.0,1478281.0,소인국테마파크,Jeju Soingook Theme Park,小人?テ?マパ?ク,小人?主???,,50,50130,제주,서귀포시,안덕면,?州特別自治道,西?浦市,安?面,2021-12-31
이상한나라의/앨리스,890295.0,1478122.0,이상한나라의앨리스,Alice in Wonderland,不思議の?のアリス,????游仙境,,50,50130,제주,서귀포시,안덕면,?州特別自治道,西?浦市,安?面,2021-12-31
제주코코몽에코파크,926086.3983,1476194.578,제주코코몽에코파크,,?州ココモンエコパ?ク,,,50,50130,제주,서귀포시,남원읍,?州特別自治道,西?浦市,南原邑,2021-12-31
토이파크,892554.0,1481444.0,토이파크,Toy Park,トイパ?ク,玩具公?,,50,50130,제주,서귀포시,안덕면,?州特別自治道,西?浦市,安?面,2021-12-31
휴애리자연/생활공원,919521.0,1480116.0,휴애리자연생활공원,Hyuaeri Natural Life Park,休愛里自然生活公園,休?里自然生活公?,,50,50130,제주,서귀포시,남원읍,?州特別自治道,西?浦市,南原邑,2021-12-31
산방산랜드,889307.0,1472051.0,산방산랜드,Sanbangsan Land,山房山ランド,山房山??,,50,50130,제주,서귀포시,안덕면,?州特別自治道,西?浦市,安?面,2021-12-31
코끼리랜드,888723.0,1476660.0,코끼리랜드,Elephant Land,遊園地,大象??,遊園區,50,50130,제주,서귀포시,안덕면,?州特別自治道,西?浦市,安?面,2021-12-31
제주/워터월드,907816.0,1473472.0,제주워터월드,Jeju Water World,?州ウォ?タ?ワ?ルド,?州水上世界,,50,50130,제주,서귀포시,대륜동,?州特別自治道,西?浦市,大倫洞,2021-12-31
사려니숲길/붉은오름입구,924200.0,1489573.0,사려니숲길붉은오름입구,Bulgeun Oreum Enterance of Saryeoni Forest Path,,沙?尼林?路?岳入口,,50,50130,제주,서귀포시,표선면,?州特別自治道,西?浦市,表善面,2021-12-31
사려니오름입구,921103.0,1482431.0,사려니오름입구,Saryeoni Oreum Enterance,,沙?尼岳入口,,50,50130,제주,서귀포시,남원읍,?州特別自治道,西?浦市,南原邑,2021-12-31
솔오름산책로,912356.0,1478273.0,솔오름산책로,Sol Oreum Promenade,,,,50,50130,제주,서귀포시,동홍동,?州特別自治道,西?浦市,東烘洞,2021-12-31
신천리/마을올레,939809.0,1483658.0,신천리마을올레,Sincheonri Village Olle,,新川里村偶?,,50,50130,제주,서귀포시,성산읍,?州特別自治道,西?浦市,城山邑,2021-12-31
신평곶자왈,884444.0,1476675.0,신평곶자왈,Sinpyeong Gotjawal Forest,,新平灌木林,,50,50130,제주,서귀포시,대정읍,?州特別自治道,西?浦市,大?邑,2021-12-31
웅진물정자,886010.0,1465062.0,웅진물정자,Ungjinmul Pavilion,,熊津水亭子,,50,50130,제주,서귀포시,대정읍,?州特別自治道,西?浦市,大?邑,2021-12-31
이중섭/문화거리,912888.0,1473113.0,이중섭문화거리,Lee Jung-Seop's Art Street,李仲燮美術館,李仲燮美??,,50,50130,제주,서귀포시,정방동,?州特別自治道,西?浦市,正房洞,2021-12-31
제2산록도로,912076.0,1478238.0,제2산록도로,Sallokdoro 2,,,,50,50130,제주,서귀포시,동홍동,?州特別自治道,西?浦市,東烘洞,2021-12-31
칠십리길,913051.0,1472680.0,칠십리길,Chilsimnigil,,七十里路,,50,50130,제주,서귀포시,송산동,?州特別自治道,西?浦市,松山洞,2021-12-31
칠십리/야외공연장,912418.0,1472778.0,칠십리야외공연장,Chilsimni Outdoor venues,,七十里野外表演?,,50,50130,제주,서귀포시,천지동,?州特別自治道,西?浦市,天地洞,2021-12-31
해병대길,934240.0,1479479.0,해병대길,Marine Corp Road,,海兵?路,,50,50130,제주,서귀포시,표선면,?州特別自治道,西?浦市,表善面,2021-12-31
기정길,892899.0,1472171.0,기정길,Gijeong Badang Gil,,Gijung路,,50,50130,제주,서귀포시,안덕면,?州特別自治道,西?浦市,安?面,2021-12-31
내수면둑방길,946073.0,1497129.0,내수면둑방길,Naesumeyon Dukbanggil,,?水面?旁路,,50,50130,제주,서귀포시,성산읍,?州特別自治道,西?浦市,城山邑,2021-12-31
몰질,893714.0,1472339.0,몰질,Moljil,,?路,,50,50130,제주,서귀포시,안덕면,?州特別自治道,西?浦市,安?面,2021-12-31
무릉곶자왈숲길,883724.0,1477245.0,무릉곶자왈숲길,Mureung Gotjawal Forest Path,,武陵灌木林林?路,,50,50130,제주,서귀포시,대정읍,?州特別自治道,西?浦市,大?邑,2021-12-31
베릿내오름,899473.0,1473557.0,베릿내오름,Beritnae Oreum,,星川岳,,50,50130,제주,서귀포시,중문동,?州特別自治道,西?浦市,中文洞,2021-12-31
보성농로,884781.0,1473762.0,보성농로,Bosungnonglo,,保城?路,,50,50130,제주,서귀포시,대정읍,?州特別自治道,西?浦市,大?邑,2021-12-31
보행주의구간,890875.0,1472777.0,보행주의구간,,,徒步注意??,,50,50130,제주,서귀포시,안덕면,?州特別自治道,西?浦市,安?面,2021-12-31
보행주의구간,906709.0,1475579.0,보행주의구간,,,徒步注意??,,50,50130,제주,서귀포시,대천동,?州特別自治道,西?浦市,大川洞,2021-12-31
보행주의구간,929191.0,1476921.0,보행주의구간,,,步行注意??,,50,50130,제주,서귀포시,남원읍,?州特別自治道,西?浦市,南原邑,2021-12-31
보행주의구간,919810.0,1475022.0,보행주의구간,,,徒步注意??,,50,50130,제주,서귀포시,남원읍,?州特別自治道,西?浦市,南原邑,2021-12-31
보행주의구간,909539.0,1472462.0,보행주의구간,,,徒步注意??,,50,50130,제주,서귀포시,대륜동,?州特別自治道,西?浦市,大倫洞,2021-12-31
볼레낭길,892779.0,1472216.0,볼레낭길,Bollenang-gil,,牛?子路,,50,50130,제주,서귀포시,안덕면,?州特別自治道,西?浦市,安?面,2021-12-31
봉수대,892721.0,1472339.0,봉수대,Beacon Fire Station,烽燧台,烽火台,烽火臺,50,50130,제주,서귀포시,안덕면,?州特別自治道,西?浦市,安?面,2021-12-31
삼매봉옆길,911007.0,1473038.0,삼매봉옆길,Alley of Sammaebong Peak,,三梅峰旁路,,50,50130,제주,서귀포시,천지동,?州特別自治道,西?浦市,天地洞,2021-12-31
수봉로,908706.0,1472631.0,수봉로,Subongno,,?峰路,,50,50130,제주,서귀포시,대륜동,?州特別自治道,西?浦市,大倫洞,2021-12-31
온평초등학교옆,943970.0,1491033.0,온평초등학교옆,,,?平小?旁?,,50,50130,제주,서귀포시,성산읍,?州特別自治道,西?浦市,城山邑,2021-12-31
올레길10의1코스,885407.0,1465478.0,올레길10의1코스,Olle Route 10-1,,偶?路10之1路?,,50,50130,제주,서귀포시,대정읍,?州特別自治道,西?浦市,大?邑,2021-12-31
올레길10의1코스,885676.0,1464593.0,올레길10의1코스,Olle Route 10-1,,偶?路10之1路?,,50,50130,제주,서귀포시,대정읍,?州特別自治道,西?浦市,大?邑,2021-12-31
올레길10코스,887246.0,1469024.0,올레길10코스,Olle Route 10,,偶?路10路?,,50,50130,제주,서귀포시,대정읍,?州特別自治道,西?浦市,大?邑,2021-12-31
올레길10코스,891526.0,1472646.0,올레길10코스,Olle Route 10,,偶?路10路?,,50,50130,제주,서귀포시,안덕면,?州特別自治道,西?浦市,安?面,2021-12-31
올레길11코스,884549.0,1472684.0,올레길11코스,Olle Route 11,,偶?路11路?,,50,50130,제주,서귀포시,대정읍,?州特別自治道,西?浦市,大?邑,2021-12-31
올레길11코스,883780.0,1470457.0,올레길11코스,Olle Route 11,,偶?路11路?,,50,50130,제주,서귀포시,대정읍,?州特別自治道,西?浦市,大?邑,2021-12-31
올레길12코스,878151.0,1477213.0,올레길12코스,Olle Route 12,,偶?路12路?,,50,50130,제주,서귀포시,대정읍,?州特別自治道,西?浦市,大?邑,2021-12-31
올레길12코스,882291.0,1476464.0,올레길12코스,Olle Route 12,,偶?路12路?,,50,50130,제주,서귀포시,대정읍,?州特別自治道,西?浦市,大?邑,2021-12-31
올레길14의1코스,887277.0,1480057.0,올레길14의1코스,Olle Route 14-1,,偶?路10之1路?,,50,50130,제주,서귀포시,안덕면,?州特別自治道,西?浦市,安?面,2021-12-31
올레길14의1코스,883001.0,1476826.0,올레길14의1코스,Olle Route 14-1,,偶?14路1路?,,50,50130,제주,서귀포시,대정읍,?州特別自治道,西?浦市,大?邑,2021-12-31
올레길1코스,944413.0,1499041.0,올레길1코스,Olle Route 1,,偶?路1路?,,50,50130,제주,서귀포시,성산읍,?州特別自治道,西?浦市,城山邑,2021-12-31
올레길1코스,943866.0,1498546.0,올레길1코스,Olle Route 1,,偶?路1路?,,50,50130,제주,서귀포시,성산읍,?州特別自治道,西?浦市,城山邑,2021-12-31
올레길2코스,946465.0,1495706.0,올레길2코스,Olle Route 2,,偶?路2路?,,50,50130,제주,서귀포시,성산읍,?州特別自治道,西?浦市,城山邑,2021-12-31
올레길2코스,945330.0,1495548.0,올레길2코스,Olle Route 2,,偶?路2路?,,50,50130,제주,서귀포시,성산읍,?州特別自治道,西?浦市,城山邑,2021-12-31
올레길3코스,944588.0,1490546.0,올레길3코스,Olle Route 3,,偶?路3路?,,50,50130,제주,서귀포시,성산읍,?州特別自治道,西?浦市,城山邑,2021-12-31
올레길3코스,939969.0,1486929.0,올레길3코스,Olle Route 3,,偶?路3路?,,50,50130,제주,서귀포시,성산읍,?州特別自治道,西?浦市,城山邑,2021-12-31
올레길4코스,938841.0,1481708.0,올레길4코스,Olle Route 4,,偶?路4路?,,50,50130,제주,서귀포시,표선면,?州特別自治道,西?浦市,表善面,2021-12-31
올레길4코스,933314.0,1479670.0,올레길4코스,Olle Route 4,,偶?路4路?,,50,50130,제주,서귀포시,표선면,?州特別自治道,西?浦市,表善面,2021-12-31
올레길5코스,923039.0,1476053.0,올레길5코스,Olle Route 5,,偶?路5路?,,50,50130,제주,서귀포시,남원읍,?州特別自治道,西?浦市,南原邑,2021-12-31
올레길5코스,927325.0,1476561.0,올레길5코스,Olle Route 5,,偶?路5路?,,50,50130,제주,서귀포시,남원읍,?州特別自治道,西?浦市,南原邑,2021-12-31
