FCLTY_NM,FCLTY_LO,FCLTY_LA,KLANG_NM,ENGL_AREA_NM,JLANG_NM,CHNLNG_SIMCH_NM,CHNLNG_TRACH_NM,CTPRVN_CD,SIGNGU_CD,CTPRVN_KLANG_NM,SIGNGU_KLANG_NM,ADSTRD_KLANG_NM,CTPRVN_JLANG_NM,SIGNGU_JLANG_NM,ADSTRD_JLANG_NM,BASE_DE
리솜스파캐슬,924583.0,1855371.0,리솜스파캐슬,Resom Spa Castle,リソムスパキャッスル,Resom?泉世界,RESOM SPA Castle溫泉樂園,44,44810,충남,예산군,덕산면,忠?南道,禮山郡,?山面,2021-12-31
광시한우거리,935139.0,1839246.0,광시한우거리,,,,,44,44810,충남,예산군,광시면,忠?南道,禮山郡,光時面,2021-12-31
나일성천문관,1089830.0,1856320.0,나일성천문관,,ナ?イルソン天文館,,,47,47900,경북,예천군,감천면,慶?北道,醴泉郡,甘泉面,2021-12-31
예천천문우주센터별천문대,1089756.0,1856349.0,예천천문우주센터별천문대,,醴泉天文宇宙センタ?星天文台,,,47,47900,경북,예천군,감천면,慶?北道,醴泉郡,甘泉面,2021-12-31
회룡포,1073983.0,1842610.0,회룡포,Hoeryongpo,回龍浦,回?浦,回龍浦,47,47900,경북,예천군,용궁면,慶?北道,醴泉郡,龍宮面,2021-12-31
회룡포전망대,1073062.0,1842549.0,회룡포전망대,,回龍浦展望台,,,47,47900,경북,예천군,지보면,慶?北道,醴泉郡,知保面,2021-12-31
미호천유원지,1090843.0,1852184.0,미호천유원지,Mihocheon Recreation Area,眉湖川遊園地,美湖川游??,美湖川遊園區,47,47900,경북,예천군,보문면,慶?北道,醴泉郡,普門面,2021-12-31
오산터널,960787.92,1910047.05,오산터널,,烏山トンネル,,,41,41370,경기,오산시,세마동,京畿道,烏山市,洗馬洞,2021-12-31
운암뜰/한식거리,962288.0,1905614.0,운암뜰한식거리,,,云岩庭?食街,,41,41370,경기,오산시,대원동,京畿道,烏山市,大園洞,2021-12-31
금강유원지,1015480.0,1809118.0,금강유원지,Geumgang Resort,錦江遊園地,?江游?地,錦江遊園區,43,43730,충북,옥천군,동이면,忠?北道,沃川郡,東二面,2021-12-31
대청비치랜드,1012190.0,1820050.0,대청비치랜드,,大?ビ?チランド,,,43,43730,충북,옥천군,안내면,忠?北道,沃川郡,安?面,2021-12-31
장계관광지,1012091.0,1820009.0,장계관광지,Janggye Tourist Site,長??光地,?溪景点,長溪旅遊區,43,43730,충북,옥천군,안내면,忠?北道,沃川郡,安?面,2021-12-31
정지용생가,1007323.0,1813077.0,정지용생가,,鄭芝溶生家,,,43,43730,충북,옥천군,옥천읍,忠?北道,沃川郡,沃川邑,2021-12-31
피실들,1013041.0,1817230.0,피실들,,ピシルドゥル,,,43,43730,충북,옥천군,동이면,忠?北道,沃川郡,東二面,2021-12-31
대청비치랜드/대관람차,1012375.0,1819806.0,대청비치랜드대관람차,,大?ビ?チランド大??車,,,43,43730,충북,옥천군,안내면,忠?北道,沃川郡,安?面,2021-12-31
에너지파크,906761.0,1916657.0,에너지파크,Energy Park,エネルギ?パ?ク,,,28,28720,인천,옹진군,영흥면,仁川?域市,甕津郡,靈興面,2021-12-31
구계등,927323.0,1589685.0,구계등,Gugyedeung Pebble Beach,九階?,九??,九階燈,46,46890,전남,완도군,완도읍,全羅南道,莞島郡,莞島邑,2021-12-31
음식특화거리,930863.0,1592586.0,음식특화거리,,,,,46,46890,전남,완도군,완도읍,全羅南道,莞島郡,莞島邑,2021-12-31
완주삼례딸기축제,963304.13,1769381.35,완주삼례딸기축제,,完州??イチゴ祭り,,,45,45710,전북,완주군,삼례읍,全羅北道,完州郡,?禮邑,2021-12-31
대둔산얼음/계곡유원지,985418.0,1790286.0,대둔산얼음계곡유원지,,大芚山氷の?谷遊園地,,,45,45710,전북,완주군,운주면,全羅北道,完州郡,雲洲面,2021-12-31
법용유원지,982054.0,1786048.0,법용유원지,,ポビョン遊園地,,,45,45710,전북,완주군,운주면,全羅北道,完州郡,雲洲面,2021-12-31
선녀골유원지,985865.0,1783319.0,선녀골유원지,,仙女谷遊園地,,,45,45710,전북,완주군,운주면,全羅北道,完州郡,雲洲面,2021-12-31
성바위유원지,985855.0,1782966.0,성바위유원지,,ソン岩遊園地,,,45,45710,전북,완주군,운주면,全羅北道,完州郡,雲洲面,2021-12-31
신성유원지,985935.0,1784129.0,신성유원지,,シンソン遊園地,,,45,45710,전북,완주군,운주면,全羅北道,完州郡,雲洲面,2021-12-31
아리랑유원지,978505.0,1790397.0,아리랑유원지,,アリラン遊園地,,,45,45710,전북,완주군,운주면,全羅北道,完州郡,雲洲面,2021-12-31
원고당유원지,985895.0,1783529.0,원고당유원지,Recreation Area,元姑?遊園地,游??,遊園區,45,45710,전북,완주군,운주면,全羅北道,完州郡,雲洲面,2021-12-31
월당유원지,979988.0,1788229.0,월당유원지,Recreation Area,月?遊園地,游??,遊園區,45,45710,전북,완주군,운주면,全羅北道,完州郡,雲洲面,2021-12-31
중앙유원지,979947.0,1787490.0,중앙유원지,,中央遊園地,,,45,45710,전북,완주군,운주면,全羅北道,完州郡,雲洲面,2021-12-31
황골유원지,980749.0,1786998.0,황골유원지,Recreation Area,ファンゴル遊園地,游??,遊園區,45,45710,전북,완주군,운주면,全羅北道,完州郡,雲洲面,2021-12-31
공기골편백숲,973228.0,1749249.0,공기골편백숲,,,,,45,45710,전북,완주군,상관면,全羅北道,完州郡,上?面,2021-12-31
송광사진입로,976922.0,1764499.0,송광사진입로,,,,,45,45710,전북,완주군,소양면,全羅北道,完州郡,所陽面,2021-12-31
N서울타워,954790.0,1950327.0,N서울타워,N Seoul Tower,Nソウルタワ?,N首?塔,N首爾塔,11,11170,서울,용산구,용산2가동,ソウル特別市,龍山?,龍山2街洞,2021-12-31
경리단길,954960.0,1949047.0,경리단길,Gyeongnidan,?理?キル,?理?路,,11,11170,서울,용산구,이태원2동,ソウル特別市,龍山?,梨泰院2洞,2021-12-31
꼼데가르송길,955909.0,1948786.0,꼼데가르송길,Comme des Garoons steet,,川久保玲街,,11,11170,서울,용산구,한남동,ソウル特別市,龍山?,漢南洞,2021-12-31
용산/감자탕거리,952945.0,1947952.0,용산감자탕거리,Yongsan Pork Back-bone Stew Road,,?山脊骨土豆?街,,11,11170,서울,용산구,한강로동,ソウル特別市,龍山?,漢江路洞,2021-12-31
이태원거리,955284.0,1948137.0,이태원거리,Itaewon street,,梨泰院街,,11,11170,서울,용산구,이태원1동,ソウル特別市,龍山?,梨泰院1洞,2021-12-31
이태원솔마루,955802.0,1948259.0,이태원솔마루,Itaewon Solmaru,,梨泰院松?路,,11,11170,서울,용산구,한남동,ソウル特別市,龍山?,漢南洞,2021-12-31
해맞이길,956279.0,1948212.0,해맞이길,Haemaji-gil,,日出路,,11,11170,서울,용산구,한남동,ソウル特別市,龍山?,漢南洞,2021-12-31
백범김구기념관,952227.7813,1949573.531,백범김구기념관,The Kim Koo Museum and Library,白凡記念館,白凡金九?念?,白凡紀念館,11,11170,서울,용산구,효창동,ソウル特別市,龍山?,孝昌洞,2021-12-31
한국민속촌,966352.0,1917895.0,한국민속촌,Korean Folk Village,韓?民俗村,??民俗村,韓國民俗村,41,41463,경기,용인시 기흥구,상갈동,京畿道,龍仁市 器興?,上葛洞,2021-12-31
기흥맛깔촌,965123.0,1918964.0,기흥맛깔촌,,,器?好吃村,,41,41463,경기,용인시 기흥구,상갈동,京畿道,龍仁市 器興?,上葛洞,2021-12-31
보정동/까페거리,965454.0,1924806.0,보정동까페거리,Bojeong,?亭洞カフェ通り,?亭洞??街,,41,41463,경기,용인시 기흥구,보정동,京畿道,龍仁市 器興?,?亭洞,2021-12-31
흥덕프리미오/가구아울렛,963770.0,1920382.0,흥덕프리미오가구아울렛,,,?德家具折?店,,41,41463,경기,용인시 기흥구,신갈동,京畿道,龍仁市 器興?,新葛洞,2021-12-31
고기동오리촌,960657.0,1929003.0,고기동오리촌,,,古基洞?村,,41,41465,경기,용인시 수지구,동천동,京畿道,龍仁市 水枝?,東川洞,2021-12-31
수지외식타운,964238.0,1925478.0,수지외식타운,,,水枝餐?城,,41,41465,경기,용인시 수지구,풍덕천1동,京畿道,龍仁市 水枝?,豊?川1洞,2021-12-31
죽전아울렛거리,965358.0,1926074.0,죽전아울렛거리,,,竹田折?店街,,41,41465,경기,용인시 수지구,죽전2동,京畿道,龍仁市 水枝?,竹田2洞,2021-12-31
삼성에버랜드,973529.0,1921642.0,삼성에버랜드,,サムソンエバ?ランド,????,,41,41461,경기,용인시 처인구,포곡읍,京畿道,龍仁市 ?仁?,蒲谷邑,2021-12-31
에버랜드,973529.0,1921642.0,에버랜드,,エバ?ランド,????,愛寶樂園,41,41461,경기,용인시 처인구,포곡읍,京畿道,龍仁市 ?仁?,蒲谷邑,2021-12-31
로만바스,969574.0,1914982.0,로만바스,,ロマンバス,,,41,41461,경기,용인시 처인구,역삼동,京畿道,龍仁市 ?仁?,?三洞,2021-12-31
캐리비안베이,973509.0,1922062.0,캐리비안베이,Caribbean Bay,カリビアンベイ,加勒比海?,Caribbean Bay水上世界,41,41461,경기,용인시 처인구,포곡읍,京畿道,龍仁市 ?仁?,蒲谷邑,2021-12-31
야외공연장,972046.0,1913436.0,야외공연장,,,露天演出?,,41,41461,경기,용인시 처인구,중앙동,京畿道,龍仁市 ?仁?,中央洞,2021-12-31
나리분지,1297548.0,1952233.0,나리분지,Nari Basin,羅里盆地,?里盆地,羅里盆地,47,47940,경북,울릉군,북면,慶?北道,鬱陵郡,北面,2021-12-31
석포전망대,1300472.0,1954891.0,석포전망대,,石圃展望台,石圃展望台,,47,47940,경북,울릉군,북면,慶?北道,鬱陵郡,北面,2021-12-31
울릉천국,1295531.31,1953130.97,울릉천국,,鬱陵天?,,,47,47940,경북,울릉군,북면,慶?北道,鬱陵郡,北面,2021-12-31
울릉도해안도로,1301825.0,1954616.0,울릉도해안도로,,,,,47,47940,경북,울릉군,북면,慶?北道,鬱陵郡,北面,2021-12-31
울릉도/일주도로,1300047.0,1949525.0,울릉도일주도로,,,,,47,47940,경북,울릉군,울릉읍,慶?北道,鬱陵郡,鬱陵邑,2021-12-31
동물공원,1144665.0,1728924.0,동물공원,,動物園,,,31,31710,울산,울주군,상북면,蔚山?域市,蔚州郡,上北面,2021-12-31
외고산/옹기마을,1161484.0,1716770.0,외고산옹기마을,Oegosan Onggi Village,外古山甕器村,外高山瓮器村,,31,31710,울산,울주군,온양읍,蔚山?域市,蔚州郡,?陽邑,2021-12-31
자수정/동굴나라,1144509.0,1728883.0,자수정동굴나라,Amethyst Cavern Park,紫水晶洞窟の?,紫水晶洞窟王?,,31,31710,울산,울주군,상북면,蔚山?域市,蔚州郡,上北面,2021-12-31
율주머쉬랜드,1152278.0,1723351.0,율주머쉬랜드,Recreation Area,蔚州マッシュランド,游??,遊園區,31,31710,울산,울주군,삼동면,蔚山?域市,蔚州郡,三東面,2021-12-31
진하비치랜드,1167540.0,1711327.0,진하비치랜드,Recreation Area,?下ビ?チランド,游??,遊園區,31,31710,울산,울주군,서생면,蔚山?域市,蔚州郡,西生面,2021-12-31
온양화훼단지,1160688.0,1714437.0,온양화훼단지,,,,,31,31710,울산,울주군,온양읍,蔚山?域市,蔚州郡,?陽邑,2021-12-31
왕피천/엑스포공원,1169338.0,1887394.0,왕피천엑스포공원,,王避川エキスポ公園,,,47,47930,경북,울진군,근남면,慶?北道,蔚珍郡,近南面,2021-12-31
금강소나무숲길/제1구간,1155224.0,1893846.0,금강소나무숲길제1구간,,,,,47,47930,경북,울진군,북면,慶?北道,蔚珍郡,北面,2021-12-31
금강소나무숲길/제1구간,1151583.0,1889296.0,금강소나무숲길제1구간,,,,,47,47930,경북,울진군,금강송면,慶?北道,蔚珍郡,金剛松面,2021-12-31
금강소나무숲길/제2구간,1147141.0,1886728.0,금강소나무숲길제2구간,,,,,47,47930,경북,울진군,금강송면,慶?北道,蔚珍郡,金剛松面,2021-12-31
금강소나무숲길/제3구간,1153003.0,1885486.0,금강소나무숲길제3구간,,,,,47,47930,경북,울진군,금강송면,慶?北道,蔚珍郡,金剛松面,2021-12-31
금강소나무숲길/제4구간,1152688.0,1881810.0,금강소나무숲길제4구간,,,,,47,47930,경북,울진군,금강송면,慶?北道,蔚珍郡,金剛松面,2021-12-31
간현역,1029844.0,1929429.0,간현역,,艮峴?,艮?站,,42,42130,강원,원주시,지정면,江原道,原州市,地正面,2021-12-31
간현역/폐역,1029844.0,1929429.0,간현역폐역,,,艮?站,,42,42130,강원,원주시,지정면,江原道,原州市,地正面,2021-12-31
박경리문학공원,1040715.72,1924897.53,박경리문학공원,,朴景利文?公園,朴景利文?公?,,42,42130,강원,원주시,단구동,江原道,原州市,丹邱洞,2021-12-31
금대유원지,1046117.0,1919204.0,금대유원지,,金垈遊園地,金?游??,,42,42130,강원,원주시,판부면,江原道,原州市,板富面,2021-12-31
서마니강수변공원,1062293.28,1921398.23,서마니강수변공원,,ソマニ江水?公園,,,42,42130,강원,원주시,신림면,江原道,原州市,神林面,2021-12-31
섬안이유원지,1062194.0,1919558.0,섬안이유원지,Seomani Recreation Area,ソマニ遊園地,??游??,島?遊園區,42,42130,강원,원주시,신림면,江原道,原州市,神林面,2021-12-31
옥산유원지,1037405.0,1937709.0,옥산유원지,Oksan Recreation Area,玉山遊園地,玉山游??,玉山遊園區,42,42130,강원,원주시,호저면,江原道,原州市,好楮面,2021-12-31
용수골유원지,1039026.0,1920620.0,용수골유원지,,龍水谷遊園地,?水谷游??,,42,42130,강원,원주시,판부면,江原道,原州市,板富面,2021-12-31
천은사휴양지,1035342.0,1914499.0,천은사휴양지,Recreation Area,天恩寺休養地,天恩寺修??,遊園區,42,42130,강원,원주시,귀래면,江原道,原州市,貴?面,2021-12-31
치악산/드림랜드,1049699.0,1937213.0,치악산드림랜드,Recreation Area,雉岳山ドリ?ムランド,雉岳山?想??,遊園區,42,42130,강원,원주시,소초면,江原道,原州市,所草面,2021-12-31
칠봉유원지,1034091.0,1938063.0,칠봉유원지,Recreation Area,七峰遊園地,七峰游??,遊園區,42,42130,강원,원주시,호저면,江原道,原州市,好楮面,2021-12-31
판대유원지,1025944.0,1931324.0,판대유원지,Recreation Area,判垈遊園地,判垈游??,遊園區,42,42130,강원,원주시,지정면,江原道,原州市,地正面,2021-12-31
물레방아거리,1040493.0,1927246.0,물레방아거리,,,水?街,,42,42130,강원,원주시,개운동,江原道,原州市,開運洞,2021-12-31
중앙로/문화의거리,1039914.0,1927938.0,중앙로문화의거리,,,中央路文化街,,42,42130,강원,원주시,중앙동,江原道,原州市,中央洞,2021-12-31
꿈돌이랜드,989644.0,1820287.0,꿈돌이랜드,Kumdori Land,クムドリランド,?精???,夢精靈樂園,30,30200,대전,유성구,신성동,大田?域市,儒城?,新城洞,2021-12-31
수통골유원지,981019.0,1816329.0,수통골유원지,,ストン谷遊園地,水桶谷游??,,30,30200,대전,유성구,진잠동,大田?域市,儒城?,?岑洞,2021-12-31
궁동/로데오거리,986544.0,1818367.0,궁동로데오거리,,,?洞?德?街,,30,30200,대전,유성구,온천2동,大田?域市,儒城?,?泉2洞,2021-12-31
둘레길3구간,950944.0,1960562.0,둘레길3구간,Dulle-gil Course 3,,步行路3?,,11,11380,서울,은평구,진관동,ソウル特別市,恩平?,津?洞,2021-12-31
불광동/먹자골목,949801.0,1956962.0,불광동먹자골목,Bulgwangdong food alley,,佛光洞美食街,,11,11380,서울,은평구,불광1동,ソウル特別市,恩平?,?光1洞,2021-12-31
연신내/로데오거리,948682.0,1957759.0,연신내로데오거리,Yeonsinnae Rodeo Street,,延新??德???街,,11,11380,서울,은평구,갈현2동,ソウル特別市,恩平?,葛峴2洞,2021-12-31
응암동/감자탕골목,948569.0,1954372.0,응암동감자탕골목,Eungamdong Gamjatang Alley,,?岩洞脊骨土豆?坊,,11,11380,서울,은평구,응암3동,ソウル特別市,恩平?,?岩3洞,2021-12-31
원남농촌/테마공원,1009174.0,1874653.0,원남농촌테마공원,,遠南農村テ?マ公園,,,43,43770,충북,음성군,원남면,忠?北道,陰城郡,遠南面,2021-12-31
큰바위얼굴조각공원,1006796.121,1892647.779,큰바위얼굴조각공원,,巨大な顔岩の彫刻公園,,,43,43770,충북,음성군,생극면,忠?北道,陰城郡,笙極面,2021-12-31
의령벽계/관광지,1064330.0,1714722.0,의령벽계관광지,,宜寧碧??光地,,,48,48720,경남,의령군,궁류면,慶?南道,宜寧郡,?柳面,2021-12-31
의령세간리현고수,1076666.0,1715982.0,의령세간리현고수,,宜寧世干里懸鼓樹,,,48,48720,경남,의령군,유곡면,慶?南道,宜寧郡,柳谷面,2021-12-31
솥바위,1072325.0,1702362.0,솥바위,,釜岩,,,48,48720,경남,의령군,의령읍,慶?南道,宜寧郡,宜寧邑,2021-12-31
전통농경문화테마파크,1071241.31,1702795.2,전통농경문화테마파크,,?統農耕文化テ?マパ?ク,,,48,48720,경남,의령군,의령읍,慶?南道,宜寧郡,宜寧邑,2021-12-31
전통농경문화테마파크,1071241.31,1702795.2,전통농경문화테마파크,,?統農耕文化テ?マパ?ク,,,48,48720,경남,의령군,의령읍,慶?南道,宜寧郡,宜寧邑,2021-12-31
경남학생교육원/캠프파이어장,1065747.0,1710010.0,경남학생교육원캠프파이어장,,,,,48,48720,경남,의령군,가례면,慶?南道,宜寧郡,嘉禮面,2021-12-31
의령공연장,1069529.0,1702724.0,의령공연장,,,,,48,48720,경남,의령군,의령읍,慶?南道,宜寧郡,宜寧邑,2021-12-31
의왕시자연학습공원습지테크,951368.39,1923449.36,의왕시자연학습공원습지테크,,義王市自然?習公園?地テク,,,41,41430,경기,의왕시,부곡동,京畿道,義王市,釜谷洞,2021-12-31
백운호수/음식마을,956629.0,1931736.0,백운호수음식마을,,,白云湖?食村,,41,41430,경기,의왕시,청계동,京畿道,義王市,??洞,2021-12-31
오매기/음식마을,955518.0,1928820.0,오매기음식마을,,,?梅机?食村,,41,41430,경기,의왕시,오전동,京畿道,義王市,五全洞,2021-12-31
원도봉산/유원지,959400.0,1967533.0,원도봉산유원지,Recreation Area,原道峰山遊園地,游??,遊園區,41,41150,경기,의정부시,호원1동,京畿道,議政府市,虎院1洞,2021-12-31
둘레길14구간,957673.0,1970337.0,둘레길14구간,,,,,41,41150,경기,의정부시,가능3동,京畿道,議政府市,佳陵3洞,2021-12-31
둘레길5구간,958216.0,1969796.0,둘레길5구간,,,,,41,41150,경기,의정부시,호원2동,京畿道,議政府市,虎院2洞,2021-12-31
의정부/명물찌개거리,960312.0,1971744.0,의정부명물찌개거리,,,,,41,41150,경기,의정부시,의정부1동,京畿道,議政府市,議政府1洞,2021-12-31
돼지테마파크,1007466.0,1898577.0,돼지테마파크,Pig Museum,豚博物館,猪猪博物?(?看猪的?就是猪),,41,41500,경기,이천시,율면,京畿道,利川市,栗面,2021-12-31
이천농업테마공원,995120.45,1908809.71,이천농업테마공원,,利川農業テ?マ公園,,,41,41500,경기,이천시,모가면,京畿道,利川市,暮加面,2021-12-31
이천세계도자센터세라피아,994527.0,1920534.0,이천세계도자센터세라피아,,利川世界陶磁センタ?セラピア,,,41,41500,경기,이천시,관고동,京畿道,利川市,官庫洞,2021-12-31
안흥유원지,995607.0,1919820.0,안흥유원지,,安興遊園地,安?游?地,,41,41500,경기,이천시,증포동,京畿道,利川市,?浦洞,2021-12-31
스파플러스,995657.0,1919684.0,스파플러스,Spa Plus,スパプラス,Spaplus,SPA Plus溫泉樂園,41,41500,경기,이천시,증포동,京畿道,利川市,?浦洞,2021-12-31
도예촌/쌀밥거리,991243.0,1923493.0,도예촌쌀밥거리,,,陶瓷村米?街,,41,41500,경기,이천시,신둔면,京畿道,利川市,新屯面,2021-12-31
사기막골,992187.0,1921591.0,사기막골,Sagimakgol,沙器膜ゴル,沙器幕谷,沙器幕谷,41,41500,경기,이천시,관고동,京畿道,利川市,官庫洞,2021-12-31
중앙로/문화의거리,994823.0,1920230.0,중앙로문화의거리,,,中央路文化街,,41,41500,경기,이천시,창전동,京畿道,利川市,倉前洞,2021-12-31
웅포관광지곰개나루,943866.0,1785573.0,웅포관광지곰개나루,,熊浦?光地コムゲナル,,,45,45140,전북,익산시,웅포면,全羅北道,益山市,熊浦面,2021-12-31
웅포관광지곰개나루,943865.5,1785573.2,웅포관광지곰개나루,,熊浦?光地コムゲナル,,,45,45140,전북,익산시,웅포면,全羅北道,益山市,熊浦面,2021-12-31
야외공연장,943731.0,1785584.0,야외공연장,,,,,45,45140,전북,익산시,웅포면,全羅北道,益山市,熊浦面,2021-12-31
익산함라마을/돌담길,946709.0,1784869.0,익산함라마을돌담길,,,,,45,45140,전북,익산시,함라면,全羅北道,益山市,咸羅面,2021-12-31
한복거리,950498.0,1770804.0,한복거리,,,,,45,45140,전북,익산시,인화동,全羅北道,益山市,仁和洞,2021-12-31
울산바위,1082223.0,2022476.0,울산바위,Ulsanbawi Rock,蔚山岩,蔚山岩,蔚山岩,42,42810,강원,인제군,북면,江原道,麟蹄郡,北面,2021-12-31
눈과얼음의용대리아이스파크,1071510.0,2021053.0,눈과얼음의용대리아이스파크,,雪と氷の?垈里アイスパ?ク,,,42,42810,강원,인제군,북면,江原道,麟蹄郡,北面,2021-12-31
밀리터리/테마파크,1058592.0,2006926.0,밀리터리테마파크,,ミリタリ?テ?マパ?ク,Military主?公?,,42,42810,강원,인제군,인제읍,江原道,麟蹄郡,麟蹄邑,2021-12-31
속삭이는자작나무숲,1063509.185,1998686.012,속삭이는자작나무숲,,ささやく白樺の森,,,42,42810,강원,인제군,인제읍,江原道,麟蹄郡,麟蹄邑,2021-12-31
내린천민박합수/모래유원지,1069808.0,1986698.0,내린천민박합수모래유원지,,?麟川民泊ハプス砂遊園地,,,42,42810,강원,인제군,상남면,江原道,麟蹄郡,上南面,2021-12-31
뒷골계곡/유원지,1059428.0,2023596.0,뒷골계곡유원지,,ティッコル?谷遊園地,,,42,42810,강원,인제군,서화면,江原道,麟蹄郡,瑞和面,2021-12-31
마차랜드,1070545.0,2020921.0,마차랜드,,馬車ランド,,,42,42810,강원,인제군,북면,江原道,麟蹄郡,北面,2021-12-31
서리솔밭/유원지,1071910.0,1996536.0,서리솔밭유원지,,西里松原遊園地,,,42,42810,강원,인제군,기린면,江原道,麟蹄郡,麒麟面,2021-12-31
장수터유원지,1064800.0,2001395.0,장수터유원지,Recreation Area,チャンスト遊園地,游??,遊園區,42,42810,강원,인제군,인제읍,江原道,麟蹄郡,麟蹄邑,2021-12-31
조리미유원지,1058889.0,2005230.0,조리미유원지,Recreation Area,チョリミ遊園地,游??,遊園區,42,42810,강원,인제군,인제읍,江原道,麟蹄郡,麟蹄邑,2021-12-31
황소유원지,1070541.0,1993491.0,황소유원지,Recreation Area,ファンソ遊園地,游??,遊園區,42,42810,강원,인제군,기린면,江原道,麟蹄郡,麒麟面,2021-12-31
피아시유원지,1063313.0,2003436.0,피아시유원지,,,,,42,42810,강원,인제군,인제읍,江原道,麟蹄郡,麟蹄邑,2021-12-31
소충사,986159.0,1736325.0,소충사,Sochungsa Shrine,昭忠祠,昭忠祠,昭忠祠,45,45750,전북,임실군,성수면,全羅北道,任實郡,聖水面,2021-12-31
동계장군목/유원지,970545.0,1719963.0,동계장군목유원지,,東??軍モク遊園地,,,45,45750,전북,임실군,덕치면,全羅北道,任實郡,?峙面,2021-12-31
사선대/해피랜드,979028.0,1741385.0,사선대해피랜드,,四仙台ハッピ?ランド,,,45,45750,전북,임실군,관촌면,全羅北道,任實郡,館村面,2021-12-31
모래재,975820.0,1732309.0,모래재,,,,,45,45750,전북,임실군,청웅면,全羅北道,任實郡,?雄面,2021-12-31
옥정호반/드라이브코스,964608.0,1736087.0,옥정호반드라이브코스,,,,,45,45750,전북,임실군,운암면,全羅北道,任實郡,雲岩面,2021-12-31
옥정호/순환도로,967194.0,1738291.0,옥정호순환도로,,,,,45,45750,전북,임실군,운암면,全羅北道,任實郡,雲岩面,2021-12-31
장성호관광지,941045.0,1713486.0,장성호관광지,Jangseongho Tourist Site,長城湖?光地,?城湖景点,長城湖旅遊區,46,46880,전남,장성군,북하면,全羅南道,長城郡,北下面,2021-12-31
홍길동생가,929652.0,1703086.0,홍길동생가,,洪吉童生家,,,46,46880,전남,장성군,황룡면,全羅南道,長城郡,?龍面,2021-12-31
금곡영화촌,930519.0,1711296.0,금곡영화촌,Geumgok Movie Village,金谷映?村,金谷?影村,金谷電影村,46,46880,전남,장성군,북일면,全羅南道,長城郡,北日面,2021-12-31
축령산삼나무숲,930139.0,1709113.0,축령산삼나무숲,,,,,46,46880,전남,장성군,서삼면,全羅南道,長城郡,西三面,2021-12-31
스파리조트안단테,958085.24,1627207.32,스파리조트안단테,Spa Andante Resort,スパ?リジ?トアンダンテ,SPA假村安丹泰,,46,46880,전남,장흥군,안양면,全羅南道,長興郡,安養面,2021-12-31
정남진길,957354.0,1626871.0,정남진길,,,,,46,46880,전남,장흥군,안양면,全羅南道,長興郡,安養面,2021-12-31
정남진길,948138.0,1630867.0,정남진길,,,,,46,46800,전남,장흥군,장흥읍,全羅南道,長興郡,長興邑,2021-12-31
송천역,965835.0,1763809.0,송천역,,松川?,,,45,45113,전북,전주시 덕진구,송천1동,全羅北道,全州市 ?津?,松川1洞,2021-12-31
송천역/폐역,965835.0,1763809.0,송천역폐역,,,,,45,45113,전북,전주시 덕진구,송천1동,全羅北道,全州市 ?津?,松川1洞,2021-12-31
전주드림랜드,967913.0,1762344.0,전주드림랜드,Recreation Area,全州ドリ?ムランド,游??,遊園區,45,45113,전북,전주시 덕진구,덕진동,全羅北道,全州市 ?津?,?津洞,2021-12-31
공연장,966376.0,1762166.0,공연장,Performance Arena / Performance Stage,公演場,表演?,表演場,45,45113,전북,전주시 덕진구,송천1동,全羅北道,全州市 ?津?,松川1洞,2021-12-31
오목대,969290.25,1757326.07,오목대,,梧木台,,,45,45111,전북,전주시 완산구,풍남동,全羅北道,全州市 完山?,豊南洞,2021-12-31
전주한옥마을,968637.774,1757622.751,전주한옥마을,,全州韓屋村,,,45,45111,전북,전주시 완산구,풍남동,全羅北道,全州市 完山?,豊南洞,2021-12-31
삼천동/막걸리타운,965926.0,1755754.0,삼천동막걸리타운,,,,,45,45111,전북,전주시 완산구,삼천2동,全羅北道,全州市 完山?,三川2洞,2021-12-31
서신동/막걸리타운,965155.0,1758934.0,서신동막걸리타운,,,,,45,45111,전북,전주시 완산구,서신동,全羅北道,全州市 完山?,西新洞,2021-12-31
웨딩의거리,967991.0,1757906.0,웨딩의거리,,,,,45,45111,전북,전주시 완산구,중앙동,全羅北道,全州市 完山?,中央洞,2021-12-31
차이나거리/(걷고싶은거리),967579.0,1757826.0,차이나거리(걷고싶은거리),,,,,45,45111,전북,전주시 완산구,중앙동,全羅北道,全州市 完山?,中央洞,2021-12-31
거북바위,1114254.0,1927157.0,거북바위,Geobukbawi Rock,?岩,?岩,龜岩,42,42770,강원,정선군,화암면,江原道,旌善郡,?岩面,2021-12-31
동강할미꽃/서식지,1100325.0,1929373.0,동강할미꽃서식지,,東江オキナグサ生息地,?江老姑草 栖息地,,42,42770,강원,정선군,정선읍,江原道,旌善郡,旌善邑,2021-12-31
신비의얼음굴,1104777.0,1939958.0,신비의얼음굴,,神秘の氷窟,神秘的?窟,,42,42770,강원,정선군,북평면,江原道,旌善郡,北平面,2021-12-31
아우라지/관광지,1108056.0,1942619.0,아우라지관광지,,アウラジ?光地,阿?拉吉?光,,42,42770,강원,정선군,여량면,江原道,旌善郡,余粮面,2021-12-31
정선/레일바이크,1108445.0,1947082.0,정선레일바이크,Jeongseon Auraji Rail Bike,旌善アウラジレ?ルバイク,旌善?路自行?,旌善鐵路自行車,42,42770,강원,정선군,여량면,江原道,旌善郡,余粮面,2021-12-31
